,depth,element,height,parentNode,text,width,x,xpath,y,attributes.content,attributes.name,attributes.data-iml,attributes.href,attributes.nonce,attributes.rel,attributes.type,attributes.data-ilt,attributes.data-oq,attributes.data-swh,attributes.data-ueh,attributes.jsaction,attributes.jscontroller,attributes.style,attributes.class,attributes.data-ved,attributes.aria-label,attributes.aria-hidden,attributes.role,attributes.tabindex,attributes.alt,attributes.data-atf,attributes.data-frt,attributes.src,attributes.action,attributes.autocomplete,attributes.id,attributes.value,attributes.autocapitalize,attributes.autocorrect,price,attributes.data-ogsr-up,attributes.data-ogsr-alt,attributes.data-ogsr-fb,attributes.aria-expanded,attributes.focusable,attributes.viewBox,attributes.target,attributes.data-align,attributes.data-class,attributes.data-parent-id,attributes.data-internal-precise,attributes.aria-pressed,attributes.data-url,attributes.eid,attributes.data-hveid,attributes.data-is-grid-offer,attributes.data-shntl,attributes.data-container-id,attributes.colspan,attributes.data-du,attributes.data-ei,attributes.data-ucsi
112,8,IMG,48.0,A,,48.0,38.0,//*[@id='sg-product__pdp-container']/div/div[1]/a/img,114.5,,,,,,,,,,,,,,,r4m4nf,,,,,,,1,0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRKsSLLiOUbXMi1SOLK1wzUaMFArhGgxuq6RJKu7X3HSQkL8rB3Y7LECYRu1A3kK_tsDZxnghyE-wlxFz1XxQSikTEySMfezeUGgJLDwDx8q2zJDOofvdKX&usqp=CAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,7,DIV,51.0,DIV.lBRvsb,Vitabath Original Spring Green Mineral Bath Soak Salts 27 Ounces(4),669.71875,86.0,//*[@id='sg-product__pdp-container']/div/div[1]/div,113.0,,,,,,,,,,,,,,,f0t7kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,8,A,28.0,DIV.f0t7kf,Vitabath Original Spring Green Mineral Bath Soak Salts 27 Ounces,644.71875,111.0,//*[@id='sg-product__pdp-container']/div/div[1]/div/a,113.0,,,,/url?q=/shopping/product/7122385092484492284%3Fprds%3Drsk:PC_13925009831956330067&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QyJ0ECBk&usg=AOvVaw3PwV_AJEXLyyN90p6PG_GY,,,,,,,,,,,BvQan sh-t__title sh-t__title-pdp translate-content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,8,DIV,16.0,DIV.f0t7kf,(4),644.71875,111.0,//*[@id='sg-product__pdp-container']/div/div[1]/div/div,148.0,,,,,,,,,,,,,,,qSArmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,9,DIV,12.0,DIV.qSArmd,,68.0,111.0,//*[@id='sg-product__pdp-container']/div/div[1]/div/div/div,150.0,,,,,,,,,,,,,,,UzThIf,,4.5 out of 5 stars,,img,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,10,DIV,12.0,DIV.UzThIf,,68.0,111.0,//*[@id='sg-product__pdp-container']/div/div[1]/div/div/div/div[1],150.0,,,,,,,,,,,,,,,YoSiqc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,10,DIV,12.0,DIV.UzThIf,,62.0,111.0,//*[@id='sg-product__pdp-container']/div/div[1]/div/div/div/div[2],150.0,,,,,,,,,,,,,,width:62px,jmgV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,9,SPAN,16.0,DIV.qSArmd,(4),17.125,184.0,//*[@id='sg-product__pdp-container']/div/div[1]/div/div/span,148.0,,,,,,,,,,,,,,,HiT7Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,10,SPAN,16.0,SPAN.HiT7Id,(4),17.125,184.0,//*[@id='sg-product__pdp-container']/div/div[1]/div/div/span/span,148.0,,,,,,,,,,,,,,,,,4 product reviews,,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6,DIV,46.0,DIV.dPIF2d,NearbyBuy on GoogleFree deliveryNewRefurbished / used,959.0,38.0,//*[@id='sh-oo__filters-wrapper'],229.0,,,,,,,,,,,,,,,tw2dhc,,,,,,,,,,,,sh-oo__filters-wrapper,,,,,,,,,,,,,,,,,,,,,,,,,,
122,7,DIV,34.0,DIV#sh-oo__filters-wrapper.tw2dhc,Nearby,83.859375,38.0,//*[@id='sh-oo__filters-wrapper']/div[1],229.0,,,,,,,,,,,,,,,HhZZjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8,A,17.0,DIV.HhZZjd,Nearby,65.859375,47.0,//*[@id='sh-oo__filters-wrapper']/div[1]/a,237.0,,,,#,,,,,,,,trigger.MCuAEe,,,NMgzdb,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QqasGCBwoAA,,,button,0,,,,,,,,,,,,,,,,,,,,,,,false,"/shopping/product/7122385092484492284/offers?prds=cid:7122385092484492284,cond:1,cs:1,flocal:1,rsk:PC_13925009831956330067",,,,,,,,,
124,9,SPAN,17.0,A.NMgzdb,Nearby,45.859375,57.0,//*[@id='sh-oo__filters-wrapper']/div[1]/a/span,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,7,DIV,34.0,DIV#sh-oo__filters-wrapper.tw2dhc,Buy on Google,130.96875,133.859375,//*[@id='sh-oo__filters-wrapper']/div[2],229.0,,,,,,,,,,,,,,,HhZZjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,8,A,17.0,DIV.HhZZjd,Buy on Google,112.96875,142.859375,//*[@id='sh-oo__filters-wrapper']/div[2]/a,237.0,,,,#,,,,,,,,trigger.MCuAEe,,,NMgzdb,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QqasGCB0oAQ,,,button,0,,,,,,,,,,,,,,,,,,,,,,,false,"/shopping/product/7122385092484492284/offers?prds=cid:7122385092484492284,cond:1,cs:1,fbog:1,rsk:PC_13925009831956330067",,,,,,,,,
127,9,SPAN,17.0,A.NMgzdb,Buy on Google,92.96875,152.859375,//*[@id='sh-oo__filters-wrapper']/div[2]/a/span,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,7,DIV,34.0,DIV#sh-oo__filters-wrapper.tw2dhc,Free delivery,119.078125,276.828125,//*[@id='sh-oo__filters-wrapper']/div[3],229.0,,,,,,,,,,,,,,,HhZZjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,8,A,17.0,DIV.HhZZjd,Free delivery,101.078125,285.828125,//*[@id='sh-oo__filters-wrapper']/div[3]/a,237.0,,,,#,,,,,,,,trigger.MCuAEe,,,NMgzdb,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QqasGCB4oAg,,,button,0,,,,,,,,,,,,,,,,,,,,,,,false,"/shopping/product/7122385092484492284/offers?prds=cid:7122385092484492284,cond:1,cs:1,freeship:1,rsk:PC_13925009831956330067",,,,,,,,,
130,9,SPAN,17.0,A.NMgzdb,Free delivery,81.078125,295.828125,//*[@id='sh-oo__filters-wrapper']/div[3]/a/span,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,7,DIV,34.0,DIV#sh-oo__filters-wrapper.tw2dhc,New,66.40625,407.90625,//*[@id='sh-oo__filters-wrapper']/div[4],229.0,,,,,,,,,,,,,,,HhZZjd XzcnWc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,8,A,17.0,DIV.HhZZjd.XzcnWc,New,48.40625,416.90625,//*[@id='sh-oo__filters-wrapper']/div[4]/a,237.0,,,,#,,,,,,,,trigger.MCuAEe,,,NMgzdb,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QqasGCB8oAw,,,button,0,,,,,,,,,,,,,,,,,,,,,,,true,"/shopping/product/7122385092484492284/offers?prds=cid:7122385092484492284,cs:1,rsk:PC_13925009831956330067",,,,,,,,,
133,9,SPAN,17.0,A.NMgzdb,New,28.40625,426.90625,//*[@id='sh-oo__filters-wrapper']/div[4]/a/span,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,7,DIV,34.0,DIV#sh-oo__filters-wrapper.tw2dhc,Refurbished / used,156.125,486.3125,//*[@id='sh-oo__filters-wrapper']/div[5],229.0,,,,,,,,,,,,,,,HhZZjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,8,A,17.0,DIV.HhZZjd,Refurbished / used,138.125,495.3125,//*[@id='sh-oo__filters-wrapper']/div[5]/a,237.0,,,,#,,,,,,,,trigger.MCuAEe,,,NMgzdb,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QqasGCCAoBA,,,button,0,,,,,,,,,,,,,,,,,,,,,,,false,"/shopping/product/7122385092484492284/offers?prds=cid:7122385092484492284,cs:1,rsk:PC_13925009831956330067,ucond:1",,,,,,,,,
136,9,SPAN,17.0,A.NMgzdb,Refurbished / used,118.125,505.3125,//*[@id='sh-oo__filters-wrapper']/div[5]/a/span,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6,DIV,467.0,DIV.dPIF2d,"Sold byDetails & special offersItem priceTotal priceeBayOpens in a new window5 more offersHide offers$5.84 deliveryLOW PRICE$14.00$21.03Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03Visit siteOpens in a new windowtruegether.com/user/433433.htmlOpens in a new windowFree delivery$19.59$19.59Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59Visit siteOpens in a new windowWalmart - Redi-FestOpens in a new windowFree delivery$24.99$26.49Item price$24.99Shipping$0.00Est. taxEstimated Tax$1.50Total price$26.49Visit siteOpens in a new windowBonanza - Xperts-Bonanza MallOpens in a new windowFree delivery$19.99$21.19Item price$19.99Shipping$0.00Est. taxEstimated Tax$1.20Total price$21.19Visit siteOpens in a new windoweCrater - xpertsedgeOpens in a new windowFree delivery$19.99$19.99Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99Visit siteOpens in a new windowZabiva.comOpens in a new windowFree deliveryApply SAVE225% OFF$20.56$21.79Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79Visit siteOpens in a new windowmyBitti.comOpens in a new windowFree delivery by Tue, May 17$23.49$24.90Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90Visit siteOpens in a new window",959.0,38.0,//*[@id='sh-oo__offers-grid-wrapper'],275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sh-oo__offers-grid-wrapper,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7,DIV,467.0,DIV#sh-oo__offers-grid-wrapper,"Sold byDetails & special offersItem priceTotal priceeBayOpens in a new window5 more offersHide offers$5.84 deliveryLOW PRICE$14.00$21.03Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03Visit siteOpens in a new windowtruegether.com/user/433433.htmlOpens in a new windowFree delivery$19.59$19.59Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59Visit siteOpens in a new windowWalmart - Redi-FestOpens in a new windowFree delivery$24.99$26.49Item price$24.99Shipping$0.00Est. taxEstimated Tax$1.50Total price$26.49Visit siteOpens in a new windowBonanza - Xperts-Bonanza MallOpens in a new windowFree delivery$19.99$21.19Item price$19.99Shipping$0.00Est. taxEstimated Tax$1.20Total price$21.19Visit siteOpens in a new windoweCrater - xpertsedgeOpens in a new windowFree delivery$19.99$19.99Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99Visit siteOpens in a new windowZabiva.comOpens in a new windowFree deliveryApply SAVE225% OFF$20.56$21.79Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79Visit siteOpens in a new windowmyBitti.comOpens in a new windowFree delivery by Tue, May 17$23.49$24.90Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90Visit siteOpens in a new window",959.0,38.0,//*[@id='sh-oo__offers-grid-wrapper']/div,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,8,TABLE,467.0,DIV,"Sold byDetails & special offersItem priceTotal priceeBayOpens in a new window5 more offersHide offers$5.84 deliveryLOW PRICE$14.00$21.03Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03Visit siteOpens in a new windowtruegether.com/user/433433.htmlOpens in a new windowFree delivery$19.59$19.59Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59Visit siteOpens in a new windowWalmart - Redi-FestOpens in a new windowFree delivery$24.99$26.49Item price$24.99Shipping$0.00Est. taxEstimated Tax$1.50Total price$26.49Visit siteOpens in a new windowBonanza - Xperts-Bonanza MallOpens in a new windowFree delivery$19.99$21.19Item price$19.99Shipping$0.00Est. taxEstimated Tax$1.20Total price$21.19Visit siteOpens in a new windoweCrater - xpertsedgeOpens in a new windowFree delivery$19.99$19.99Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99Visit siteOpens in a new windowZabiva.comOpens in a new windowFree deliveryApply SAVE225% OFF$20.56$21.79Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79Visit siteOpens in a new windowmyBitti.comOpens in a new windowFree delivery by Tue, May 17$23.49$24.90Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90Visit siteOpens in a new window",959.0,38.0,//*[@id='sh-osd__online-sellers-grid'],275.0,,,,,,,,,,,,,,,dOwBOc,,,,,,,,,,,,sh-osd__online-sellers-grid,,,,,,,,,,,,,,,,,,,,,,,,,,
140,9,THEAD,41.0,TABLE#sh-osd__online-sellers-grid.dOwBOc,Sold byDetails & special offersItem priceTotal price,957.0,39.0,//*[@id='sh-osd__online-sellers-grid']/thead,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10,TR,41.0,THEAD,Sold byDetails & special offersItem priceTotal price,957.0,39.0,//*[@id='sh-osd__headers'],276.0,,,,,,,,,,,,,,,sh-osd__headers,,,,,,,,,,,,sh-osd__headers,,,,,,,,,,,,,,,,,,,,,,,,,,
142,11,TH,41.0,TR#sh-osd__headers.sh-osd__headers,Sold by,248.0,39.0,//*[@id='sh-osd__headers']/th[1],276.0,,,,,,,,,,,,,,,sh-osd__sold-by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,11,TH,41.0,TR#sh-osd__headers.sh-osd__headers,Details & special offers,254.0,287.0,//*[@id='sh-osd__headers']/th[2],276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,11,TH,41.0,TR#sh-osd__headers.sh-osd__headers,Item price,130.0,541.0,//*[@id='sh-osd__headers']/th[3],276.0,,,,,,,,,,,,,,,sh-osd__item-price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,12,A,14.0,TH.sh-osd__item-price,Item price,57.6875,565.0,//*[@id='sh-osd__headers']/th[3]/a,289.0,,,,,,,,,,,,trigger.MCuAEe,,,sh-osd__sort-link,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QtKsGCCE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"/shopping/product/7122385092484492284/offers?prds=cid:7122385092484492284,cond:1,cs:1,rsk:PC_13925009831956330067,scoring:p",6u55YoWLFr2lytMPk5Gx8AI,,,,,,,,
146,13,SPAN,0.0,A.sh-osd__sort-link,,0.0,622.6875,//*[@id='sh-osd__headers']/th[3]/a/span,300.0,,,,,,,,,,,,,,,sh-osd__sort-arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,11,TH,41.0,TR#sh-osd__headers.sh-osd__headers,Total price,108.0,671.0,//*[@id='sh-osd__headers']/th[4],276.0,,,,,,,,,,,,,,,sh-osd__total-price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,12,A,14.0,TH.sh-osd__total-price,Total price,59.703125,695.0,//*[@id='sh-osd__headers']/th[4]/a,289.0,,,,,,,,,,,,trigger.MCuAEe,,,sh-osd__sort-link,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QtasGCCI,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"/shopping/product/7122385092484492284/offers?prds=cid:7122385092484492284,cond:1,cs:1,rsk:PC_13925009831956330067,scoring:tp",6u55YoWLFr2lytMPk5Gx8AI,,,,,,,,
149,13,SPAN,0.0,A.sh-osd__sort-link,,0.0,754.703125,//*[@id='sh-osd__headers']/th[4]/a/span,300.0,,,,,,,,,,,,,,,sh-osd__sort-arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,9,TBODY,425.0,TABLE#sh-osd__online-sellers-grid.dOwBOc,"eBayOpens in a new window5 more offersHide offers$5.84 deliveryLOW PRICE$14.00$21.03Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03Visit siteOpens in a new windowtruegether.com/user/433433.htmlOpens in a new windowFree delivery$19.59$19.59Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59Visit siteOpens in a new windowWalmart - Redi-FestOpens in a new windowFree delivery$24.99$26.49Item price$24.99Shipping$0.00Est. taxEstimated Tax$1.50Total price$26.49Visit siteOpens in a new windowBonanza - Xperts-Bonanza MallOpens in a new windowFree delivery$19.99$21.19Item price$19.99Shipping$0.00Est. taxEstimated Tax$1.20Total price$21.19Visit siteOpens in a new windoweCrater - xpertsedgeOpens in a new windowFree delivery$19.99$19.99Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99Visit siteOpens in a new windowZabiva.comOpens in a new windowFree deliveryApply SAVE225% OFF$20.56$21.79Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79Visit siteOpens in a new windowmyBitti.comOpens in a new windowFree delivery by Tue, May 17$23.49$24.90Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90Visit siteOpens in a new window",957.0,39.0,//*[@id='sh-osd__online-sellers-cont'],317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sh-osd__online-sellers-cont,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10,TR,71.0,TBODY#sh-osd__online-sellers-cont,eBayOpens in a new window5 more offersHide offers$5.84 deliveryLOW PRICE$14.00$21.03Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03Visit siteOpens in a new window,957.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[1],317.0,,,,,,,,,,,,,d5bMlb,,sh-osd__offer-row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,true,,,,,,
152,11,TD,71.0,TR.sh-osd__offer-row,eBayOpens in a new window5 more offersHide offers,248.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1],317.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,12,DIV,17.0,TD.SH30Lb,eBayOpens in a new window,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[1],335.0,,,,,,,,,,,,,,,kPMwsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,13,A,17.0,DIV.kPMwsc,eBayOpens in a new window,29.640625,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[1]/a,335.0,,,,/url?q=https://www.ebay.com/itm/144525427713%3Fchn%3Dps%26mkevt%3D1%26mkcid%3D28&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q2ykIJA&usg=AOvVaw2QN-O1Z42JQQKK-E_ta-y2,,noopener,,,,,,,,,b5ycib shntl,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
155,14,SPAN,85.0,A.b5ycib.shntl,Opens in a new window,0.0,92.640625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[1]/a/span,335.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[2],357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[3],357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,12,DIV,19.0,TD.SH30Lb,5 more offersHide offers,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[4],357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,13,A,18.0,DIV,5 more offersHide offers,70.484375,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[4]/a,358.0,,,,,,,,,,,,hI8R7d,,,cNMlI,0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QhxoIJQ,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"/shopping/product/7122385092484492284/plusbox/6296794?prds=cid:7122385092484492284,cond:1,cs:1,eto:13055522254455404812_0,rsk:PC_13925009831956330067",,,,,pb-da8e2454-d4b6-4497-be11-f809b59d1a30,,,,
160,14,SPAN,14.0,A.cNMlI,5 more offers,70.484375,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[4]/a/span[1],359.0,,,,,,,,,,,,,,,b0Sbpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,14,SPAN,0.0,A.cNMlI,Hide offers,0.0,0.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[1]/div[4]/a/span[2],0.0,,,,,,,,,,,,,,,RfuZgc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,11,TD,71.0,TR.sh-osd__offer-row,$5.84 delivery,254.0,287.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[2],317.0,,,,,,,,,,,,,,,SH30Lb yGibJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,12,DIV,17.0,TD.SH30Lb.yGibJf,$5.84 delivery,206.0,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[2]/div,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,11,TD,71.0,TR.sh-osd__offer-row,LOW PRICE$14.00,130.0,541.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[3],317.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,12,DIV,27.0,TD.SH30Lb,LOW PRICE,82.0,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[3]/div,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,13,SPAN,23.0,DIV,LOW PRICE,82.0,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[3]/div/span,331.0,,,,,,,,,,,,,,,XhDkmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,12,SPAN,16.0,TD.SH30Lb,$14.00,46.828125,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[3]/span,358.0,,,,,,,,,,,,,,,g9WBQb fObmGc,,,,,,,,,,,,,,,,$14.00,,,,,,,,,,,,,,,,,,,,,,
168,11,TD,71.0,TR.sh-osd__offer-row,$21.03Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03,108.0,671.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4],317.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,12,DIV,17.0,TD.SH30Lb,$21.03Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div,344.0,,,,,,,,,,,,focus:pmAS9c;mouseover:pmAS9c;blur:YJ8gJe;mouseout:dq0hvd,ljYWoe,,OXSgvc,,,,button,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,13,DIV,17.0,DIV.OXSgvc,$21.03,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[1],344.0,,,,,,,,,,,,,,,drzWO,,,,,,,,,,,,,,,,$21.03,,,,,,,,,,,,,,,,,,,,,,
171,14,DIV,12.0,DIV.drzWO,,12.0,740.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[1]/div,346.0,,,,,,,,,,,,,,background-image:url(/images/nav_logo321.webp);background-repeat:no-repeat;background-position:-107px -99px;height:12px;width:12px;display:inline-block,Ph9Jpb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,13,DIV,181.0,DIV.OXSgvc,Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03,164.0,772.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2],204.0,,,,,,,,,,,,,,visibility:hidden,vF00ne sh-osd__content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,14,DIV,40.0,DIV.vF00ne.sh-osd__content,,20.0,752.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/div,334.0,,,,,,,,,,,,,,,wA4cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,15,DIV,28.2843017578125,DIV.wA4cr,,28.2843017578125,758.6234741210938,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/div/div,339.85784912109375,,,,,,,,,,,,,,,RgWChf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,14,TABLE,149.0,DIV.vF00ne.sh-osd__content,Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table,220.0,,,,,,,,,,,,,,,SuutWb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,15,TBODY,149.0,TABLE.SuutWb,Item price$14.00Shipping$5.84Est. taxEstimated Tax$1.19Total price$21.03,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,16,TR,33.0,TBODY,Item price$14.00,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[1],220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,17,TD,33.0,TR,Item price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[1]/td[1],220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
