,depth,element,height,parentNode,text,width,x,xpath,y,attributes.content,attributes.name,attributes.data-iml,attributes.href,attributes.nonce,attributes.rel,attributes.type,attributes.data-ilt,attributes.data-oq,attributes.data-swh,attributes.data-ueh,attributes.jsaction,attributes.jscontroller,attributes.style,attributes.class,attributes.data-ved,attributes.aria-label,attributes.aria-hidden,attributes.role,attributes.tabindex,attributes.alt,attributes.data-atf,attributes.data-frt,attributes.src,attributes.action,attributes.autocomplete,attributes.id,attributes.value,attributes.autocapitalize,attributes.autocorrect,price,attributes.data-ogsr-up,attributes.data-ogsr-alt,attributes.data-ogsr-fb,attributes.aria-expanded,attributes.focusable,attributes.viewBox,attributes.target,attributes.data-align,attributes.data-class,attributes.data-parent-id,attributes.data-internal-precise,attributes.aria-pressed,attributes.data-url,attributes.eid,attributes.data-hveid,attributes.data-is-grid-offer,attributes.data-shntl,attributes.data-container-id,attributes.colspan,attributes.data-du,attributes.data-ei,attributes.data-ucsi
439,13,A,17.0,DIV.kPMwsc,myBitti.comOpens in a new window,67.171875,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[1]/div[1]/a,705.0,,,,/url?q=https://mybitti.com/products/originalspringgreen-bathsoak-bathsalt-27oz%3Fvariant%3D15384354750567%26currency%3DUSD%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q2ykIPg&usg=AOvVaw0CpcRSvm5uTj_YMRuyDVlA,,noopener,,,,,,,,,b5ycib shntl,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
440,14,SPAN,85.0,A.b5ycib.shntl,Opens in a new window,0.0,130.171875,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[1]/div[1]/a/span,705.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[1]/div[2],727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[1]/div[3],727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,11,TD,57.0,TR.sh-osd__offer-row,"Free delivery by Tue, May 17",254.0,287.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[2],685.0,,,,,,,,,,,,,,,SH30Lb yGibJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,12,DIV,17.0,TD.SH30Lb.yGibJf,"Free delivery by Tue, May 17",206.0,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[2]/div,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,11,TD,57.0,TR.sh-osd__offer-row,$23.49,130.0,541.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[3],685.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,$23.49,,,,,,,,,,,,,,,,,,,,,,
446,12,SPAN,16.0,TD.SH30Lb,$23.49,46.828125,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[3]/span,705.0,,,,,,,,,,,,,,,g9WBQb fObmGc,,,,,,,,,,,,,,,,$23.49,,,,,,,,,,,,,,,,,,,,,,
447,11,TD,57.0,TR.sh-osd__offer-row,$24.90Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90,108.0,671.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4],685.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,12,DIV,17.0,TD.SH30Lb,$24.90Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div,705.0,,,,,,,,,,,,focus:pmAS9c;mouseover:pmAS9c;blur:YJ8gJe;mouseout:dq0hvd,ljYWoe,,OXSgvc,,,,button,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,13,DIV,17.0,DIV.OXSgvc,$24.90,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[1],705.0,,,,,,,,,,,,,,,drzWO,,,,,,,,,,,,,,,,$24.90,,,,,,,,,,,,,,,,,,,,,,
450,14,DIV,12.0,DIV.drzWO,,12.0,740.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[1]/div,707.0,,,,,,,,,,,,,,background-image:url(/images/nav_logo321.webp);background-repeat:no-repeat;background-position:-107px -99px;height:12px;width:12px;display:inline-block,Ph9Jpb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,13,DIV,181.0,DIV.OXSgvc,Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90,164.0,772.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2],565.0,,,,,,,,,,,,,,visibility:hidden,vF00ne sh-osd__content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,14,DIV,40.0,DIV.vF00ne.sh-osd__content,,20.0,752.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/div,695.0,,,,,,,,,,,,,,,wA4cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,15,DIV,28.2843017578125,DIV.wA4cr,,28.2843017578125,758.6234741210938,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/div/div,700.8578491210938,,,,,,,,,,,,,,,RgWChf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,14,TABLE,149.0,DIV.vF00ne.sh-osd__content,Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table,581.0,,,,,,,,,,,,,,,SuutWb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,15,TBODY,149.0,TABLE.SuutWb,Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,16,TR,33.0,TBODY,Item price$23.49,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[1],581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,17,TD,33.0,TR,Item price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[1]/td[1],581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,17,TD,33.0,TR,$23.49,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[1]/td[2],581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$23.49,,,,,,,,,,,,,,,,,,,,,,
459,16,TR,33.0,TBODY,Shipping$0.00,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[2],614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,17,TD,33.0,TR,Shipping,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[2]/td[1],614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,17,TD,33.0,TR,$0.00,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[2]/td[2],614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,
462,16,TR,33.0,TBODY,Est. taxEstimated Tax$1.41,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[3],647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,17,TD,33.0,TR,Est. taxEstimated Tax,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[3]/td[1],647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,18,SPAN,15.0,TD,Est. tax,43.359375,813.40625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[3]/td[1]/span[1],656.0,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,17,TD,33.0,TR,$1.41,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[3]/td[2],647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.41,,,,,,,,,,,,,,,,,,,,,,
466,16,TR,17.0,TBODY,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[4],680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,17,TD,17.0,TR,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[4]/td,680.0,,,,,,,,,,,,,,,VxXD7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
468,16,TR,33.0,TBODY,Total price$24.90,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[5],697.0,,,,,,,,,,,,,,,zVt0cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,17,TD,33.0,TR.zVt0cd,Total price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[5]/td[1],697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,17,TD,33.0,TR.zVt0cd,$24.90,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[4]/div/div[2]/table/tbody/tr[5]/td[2],697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$24.90,,,,,,,,,,,,,,,,,,,,,,
471,11,TD,57.0,TR.sh-osd__offer-row,Visit siteOpens in a new window,217.0,779.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[5],685.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,12,DIV,32.0,TD.SH30Lb,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[5]/div,698.0,,,,,,,,,,,,,,,UAVKwf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,13,A,15.0,DIV.UAVKwf,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[5]/div/a,706.0,,,,/url?q=https://mybitti.com/products/originalspringgreen-bathsoak-bathsalt-27oz%3Fvariant%3D15384354750567%26currency%3DUSD%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q1ykIPw&usg=AOvVaw0Iv4Y8lFleYGARd6t_4qHW,,noopener,,,,,,,,,shntl FkMp,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
474,14,DIV,32.0,A.shntl.FkMp,Visit site,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[5]/div/a/div,698.0,,,,,,,,,,,,,,,Kl9jM UKKY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,14,SPAN,85.0,A.shntl.FkMp,Opens in a new window,0.0,972.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[5]/div/a/span,698.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,6,SPAN,25.0,DIV.dPIF2d,Report a listing,80.046875,38.0,//*[@id='sg-product__pdp-container']/div/span,754.0,,,,,,,,,,,,,,,EBTwgc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,7,A,17.0,SPAN.EBTwgc,Report a listing,80.046875,38.0,//*[@id='sg-product__pdp-container']/div/span/a,762.0,,,,/url?q=https://support.google.com/ads/contact/vio_other_aw_policy&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q_ZEICEA&usg=AOvVaw3dd6CjV7gs5s5avbZJu59J,,,,,,,,,,,nBlEcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,6,DIV,0.0,DIV.dPIF2d,,959.0,38.0,//*[@id='sh-fp__pagination-button-wrapper'],762.0,,,,,,,,,,,,,,,pRhPGb,,,,,,,,,,,,sh-fp__pagination-button-wrapper,,,,,,,,,,,,,,,,,,,,,,,,,,
479,6,SECTION,364.0,DIV.dPIF2d,Related items$34.61Saltworks Ultra Epsom Premium ...(38)$18.99Foot Cure Tea Tree Oil Foot ...$29.08Epsom Salt by Sky Organics (5 ...$23.27Westlab Bathing Salts - Recover ...(62)$24.00Vertly Bath Salts(32)$7.00Westlab Dead Sea Salt 1kg(279)$5.75Sweat Esthetic Feeling Relax ...(1)$3.99Epsoak Naturals Collection ...(20)$9.00Lord Jones Single-Serve Formula ...(100)$21.11Tea Tree Oil Foot Soak with ...,959.0,38.0,//*[@id='related'],708.0,,GLOBAL__related,,,,,,,,,,,,,KS6Dwf CUzmab,,,,,,,,,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,
480,7,DIV,24.0,SECTION#related.KS6Dwf.CUzmab,Related items,959.0,38.0,//*[@id='related']/div[1],827.0,,,,,,,,,,,,,,,AMxILd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,7,DIV,205.0,SECTION#related.KS6Dwf.CUzmab,$34.61Saltworks Ultra Epsom Premium ...(38)$18.99Foot Cure Tea Tree Oil Foot ...$29.08Epsom Salt by Sky Organics (5 ...$23.27Westlab Bathing Salts - Recover ...(62)$24.00Vertly Bath Salts(32)$7.00Westlab Dead Sea Salt 1kg(279)$5.75Sweat Esthetic Feeling Relax ...(1)$3.99Epsoak Naturals Collection ...(20)$9.00Lord Jones Single-Serve Formula ...(100)$21.11Tea Tree Oil Foot Soak with ...,959.0,38.0,//*[@id='related']/div[2],867.0,,,,,,,,,,,,,,,AspnF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,8,DIV,205.0,DIV.AspnF,$34.61Saltworks Ultra Epsom Premium ...(38)$18.99Foot Cure Tea Tree Oil Foot ...$29.08Epsom Salt by Sky Organics (5 ...$23.27Westlab Bathing Salts - Recover ...(62)$24.00Vertly Bath Salts(32)$7.00Westlab Dead Sea Salt 1kg(279)$5.75Sweat Esthetic Feeling Relax ...(1)$3.99Epsoak Naturals Collection ...(20)$9.00Lord Jones Single-Serve Formula ...(100)$21.11Tea Tree Oil Foot Soak with ...,959.0,38.0,//*[@id='related']/div[2]/div,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,9,DIV,205.0,DIV,$34.61Saltworks Ultra Epsom Premium ...(38)$18.99Foot Cure Tea Tree Oil Foot ...$29.08Epsom Salt by Sky Organics (5 ...$23.27Westlab Bathing Salts - Recover ...(62)$24.00Vertly Bath Salts(32)$7.00Westlab Dead Sea Salt 1kg(279)$5.75Sweat Esthetic Feeling Relax ...(1)$3.99Epsoak Naturals Collection ...(20)$9.00Lord Jones Single-Serve Formula ...(100)$21.11Tea Tree Oil Foot Soak with ...,959.0,38.0,//*[@id='related']/div[2]/div/div,867.0,,,,,,,,,,,,,,,sh-dc__carousel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,10,SPAN,0.0,DIV.sh-dc__carousel,,0.0,0.0,//*[@id='related']/div[2]/div/div/span[1],0.0,,,,,,,,,,,,,,,sh-dc__prev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,10,SPAN,36.0,DIV.sh-dc__carousel,,36.0,979.0,//*[@id='related']/div[2]/div/div/span[2],951.5,,,,,,,,,,,,,,,sh-dc__next sh-dc__enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,10,DIV,205.0,DIV.sh-dc__carousel,$34.61Saltworks Ultra Epsom Premium ...(38)$18.99Foot Cure Tea Tree Oil Foot ...$29.08Epsom Salt by Sky Organics (5 ...$23.27Westlab Bathing Salts - Recover ...(62)$24.00Vertly Bath Salts(32)$7.00Westlab Dead Sea Salt 1kg(279)$5.75Sweat Esthetic Feeling Relax ...(1)$3.99Epsoak Naturals Collection ...(20)$9.00Lord Jones Single-Serve Formula ...(100)$21.11Tea Tree Oil Foot Soak with ...,959.0,38.0,//*[@id='related']/div[2]/div/div/div,867.0,,,,,,,,,,,,,,,sh-dc__scroller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,11,DIV,201.0,DIV.sh-dc__scroller,$34.61Saltworks Ultra Epsom Premium ...(38)$18.99Foot Cure Tea Tree Oil Foot ...$29.08Epsom Salt by Sky Organics (5 ...$23.27Westlab Bathing Salts - Recover ...(62)$24.00Vertly Bath Salts(32)$7.00Westlab Dead Sea Salt 1kg(279)$5.75Sweat Esthetic Feeling Relax ...(1)$3.99Epsoak Naturals Collection ...(20)$9.00Lord Jones Single-Serve Formula ...(100)$21.11Tea Tree Oil Foot Soak with ...,1808.0,40.0,//*[@id='related']/div[2]/div/div/div/div,869.0,,,,,,,,,,,,,,,oP6EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,12,SPAN,201.0,DIV.oP6EC,$34.61Saltworks Ultra Epsom Premium ...(38),182.0,40.0,//*[@id='related']/div[2]/div/div/div/div/span[1],869.0,,,,,,,,,,,,,,,xyjbB sh-dc__carousel-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,13,DIV,181.0,SPAN.xyjbB.sh-dc__carousel-item,$34.61Saltworks Ultra Epsom Premium ...(38),146.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div,879.0,,,,,,,,,,,,,,,Ghlgfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,14,DIV,0.0,DIV.Ghlgfc,,146.0,58.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[1],871.0,,,,,,,,,,,,,,,C0Ullc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,15,DIV,30.0,DIV.C0Ullc,,30.0,166.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[1]/div,879.0,,,,,,,,,,,,,,,VcL5lc UHakKf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,16,DIV,30.0,DIV.VcL5lc.UHakKf,,30.0,166.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[1]/div/div[1],879.0,,,,,,,,,,,,,,,F4ukfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,16,DIV,30.0,DIV.VcL5lc.UHakKf,,30.0,172.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[1]/div/div[2],885.0,,,,,,,,,,,,,,,YIIWAf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,14,A,120.0,DIV.Ghlgfc,,146.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/a[1],879.0,,,,"/shopping/product/16112399526324830076?prds=epd:17594153954407940400,oid:17594153954407940400,prmr:3,rsk:PC_4000760533602485001&sa=X&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QrhIIRg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,15,DIV,120.0,A,,120.0,63.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/a[1]/div,879.0,,,,,,,,,,,,,,width:120px;height:120px,sh-img__image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,16,IMG,120.0,DIV.sh-img__image,,120.0,63.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/a[1]/div/img,879.0,,,,,,,,,,,,,,,,,,,,,Saltworks Ultra Epsom Premium ...,5,0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRYr88907zs17dUXcM2u_D6IXvJ1WAZ2HK0F-tgF4n0mHDXmIFfSyZTcnxUvvQcsXhSef_k7_HazCu_EJCpDkJN8sJ3IsdF1R_rPVcjwswRcjwtEKHyyrkWYQ&usqp=CAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,14,DIV,17.0,DIV.Ghlgfc,$34.61,146.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[2],1009.0,,,,,,,,,,,,,,,vzbr7d,,,,,,,,,,,,,,,,$34.61,,,,,,,,,,,,,,,,,,,,,,
498,14,A,17.0,DIV.Ghlgfc,Saltworks Ultra Epsom Premium ...,146.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/a[2],1026.0,,,,"/shopping/product/16112399526324830076?prds=epd:17594153954407940400,oid:17594153954407940400,prmr:3,rsk:PC_4000760533602485001&sa=X&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QrRIIRw",,,,,,,,,,,YTkbnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,15,DIV,17.0,A.YTkbnd,Saltworks Ultra Epsom Premium ...,146.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/a[2]/div,1026.0,,,,,,,,,,,,,,,YmbeHb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,14,DIV,17.0,DIV.Ghlgfc,(38),146.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[3],1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,15,DIV,12.0,DIV,,68.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[3]/div,1045.0,,,,,,,,,,,,,,,UzThIf,,5 out of 5 stars,,img,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,16,DIV,12.0,DIV.UzThIf,,68.0,50.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[3]/div/div,1045.0,,,,,,,,,,,,,,width:68px,jmgV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,15,SPAN,15.0,DIV,(38),23.125,123.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[3]/span,1044.0,,,,,,,,,,,,,,,HiT7Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,16,A,15.0,SPAN.HiT7Id,(38),23.125,123.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[3]/span/a,1044.0,,,,/shopping/product/16112399526324830076?prds=rsk:PC_4000760533602485001&sa=X&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QsBIISA#reviews,,,,,,,,,,,dxeoqc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,17,SPAN,15.0,A.dxeoqc,(38),23.125,123.0,//*[@id='related']/div[2]/div/div/div/div/span[1]/div/div[3]/span/a/span,1044.0,,,,,,,,,,,,,,,,,38 product reviews,,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,12,SPAN,184.0,DIV.oP6EC,$18.99Foot Cure Tea Tree Oil Foot ...,182.0,222.0,//*[@id='related']/div[2]/div/div/div/div/span[2],869.0,,,,,,,,,,,,,,,xyjbB sh-dc__carousel-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,13,DIV,164.0,SPAN.xyjbB.sh-dc__carousel-item,$18.99Foot Cure Tea Tree Oil Foot ...,146.0,232.0,//*[@id='related']/div[2]/div/div/div/div/span[2]/div,879.0,,,,,,,,,,,,,,,Ghlgfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,14,A,120.0,DIV.Ghlgfc,,146.0,232.0,//*[@id='related']/div[2]/div/div/div/div/span[2]/div/a[1],879.0,,,,"/shopping/product/1676297930916534573?prds=epd:9309368231080898252,oid:9309368231080898252&sa=X&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QrhIISg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,15,DIV,120.0,A,,120.0,245.0,//*[@id='related']/div[2]/div/div/div/div/span[2]/div/a[1]/div,879.0,,,,,,,,,,,,,,width:120px;height:120px,sh-img__image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,16,IMG,120.0,DIV.sh-img__image,,120.0,245.0,//*[@id='related']/div[2]/div/div/div/div/span[2]/div/a[1]/div/img,879.0,,,,,,,,,,,,,,,,,,,,,Foot Cure Tea Tree Oil Foot ...,5,0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT_mqWzcteCZfksZy59kfRjUgfjVxy0hkcW7IsydwdFlfs9h46Dirs0oOjM7OJr8C2sRqhQO3JV6wVeEdck1-pZemTs21M3qQsq-GHe5y-zOrXGaTW5BFOECg&usqp=CAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,14,DIV,17.0,DIV.Ghlgfc,$18.99,146.0,232.0,//*[@id='related']/div[2]/div/div/div/div/span[2]/div/div,1009.0,,,,,,,,,,,,,,,vzbr7d,,,,,,,,,,,,,,,,$18.99,,,,,,,,,,,,,,,,,,,,,,
512,14,A,17.0,DIV.Ghlgfc,Foot Cure Tea Tree Oil Foot ...,146.0,232.0,//*[@id='related']/div[2]/div/div/div/div/span[2]/div/a[2],1026.0,,,,"/shopping/product/1676297930916534573?prds=epd:9309368231080898252,oid:9309368231080898252&sa=X&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4QrRIISw",,,,,,,,,,,YTkbnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,15,DIV,17.0,A.YTkbnd,Foot Cure Tea Tree Oil Foot ...,146.0,232.0,//*[@id='related']/div[2]/div/div/div/div/span[2]/div/a[2]/div,1026.0,,,,,,,,,,,,,,,YmbeHb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,12,SPAN,184.0,DIV.oP6EC,$29.08Epsom Salt by Sky Organics (5 ...,182.0,404.0,//*[@id='related']/div[2]/div/div/div/div/span[3],869.0,,,,,,,,,,,,,,,xyjbB sh-dc__carousel-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
